OrderID,CustomerID,EmployeeID,OrderDate,ShipCity,ShipCountry,TotalAmount
41,221,84,2023-02-02,East Lisa,Gambia,2835.4900000000002
42,85,78,2025-06-23,Olsenfort,Kiribati,3489.03
43,456,56,2024-05-06,Leebury,Taiwan,5196.73
44,81,7,2022-10-05,New Lori,Nigeria,258.1
45,52,43,2024-07-22,Tamarastad,Isle of Man,3207.54
46,106,25,2025-05-19,Bushburgh,Kuwait,1124.6
47,210,90,2023-08-02,New Ruthport,Kiribati,5866.25
48,284,93,2024-03-20,North David,Montenegro,11680.859999999999
49,474,94,2023-04-22,Lake Ian,Benin,5091.58
50,277,34,2023-06-04,Millsberg,United States Virgin Islands,6470.37
51,339,37,2025-06-03,Donaldborough,Hungary,9258.42
52,153,31,2025-08-11,Arielhaven,Pakistan,1429.2
53,50,7,2023-08-11,Brownmouth,Greenland,3448.54
54,202,74,2023-11-19,South Luisland,Samoa,3334.6799999999994
55,282,63,2023-06-15,Roseport,Nauru,3435.6
56,79,7,2023-04-28,Jacksonbury,Svalbard & Jan Mayen Islands,11143.97
57,185,1,2023-05-23,North Adrienne,Philippines,
58,219,12,2023-06-12,New Ryan,Denmark,4617.53
59,151,85,2023-01-25,North Lauren,Paraguay,5897.03
60,321,77,2023-09-30,Port Andrewport,Saudi Arabia,3749.5299999999997
61,246,26,2024-08-29,Suzanneview,Uganda,318.97
62,50,4,2023-08-03,Martinborough,Dominican Republic,3632.25
63,106,22,2023-08-26,South Michellefurt,Nicaragua,2634.5400000000004
64,327,38,2024-07-11,Carlosville,Kuwait,
65,42,61,2025-04-02,Franklinchester,Argentina,3856.3199999999997
66,433,15,2023-04-05,West Jeanneport,Suriname,5139.139999999999
67,158,51,2023-03-03,Vincentburgh,Kazakhstan,387.67
68,242,63,2024-01-24,Carterport,Sierra Leone,
69,459,85,2025-05-23,East Heidihaven,Liberia,503.01
70,136,12,2022-11-13,Shawnmouth,Cook Islands,280.7
71,329,70,2024-09-30,Sweeneymouth,Maldives,1056.49
72,199,24,2025-06-04,Port Shannon,Antarctica (the territory South of 60 deg S),3327.48
73,190,49,2024-10-03,Port Kathleenfurt,Oman,
74,190,24,2023-04-28,Lake Jennifer,Burundi,1973.3
75,229,6,2025-07-05,Port Rick,Bouvet Island (Bouvetoya),1877.24
76,135,57,2025-06-01,Biancamouth,Ghana,17671.57
77,239,34,2023-12-23,Reginaldstad,Norway,2393.37
78,116,35,2024-03-14,West Jillianfurt,Korea,5950.870000000001
79,289,8,2025-04-21,New Sarahbury,Venezuela,5091.889999999999
80,78,97,2024-11-10,West Shawna,Somalia,4187.2
81,357,86,2023-03-25,Angelaborough,Czech Republic,1503.09
82,50,11,2023-10-09,Evanston,Cote d'Ivoire,885.9
83,343,45,2025-08-28,Mooreborough,Taiwan,7985.05
84,414,70,2024-11-14,Craigton,Myanmar,4059.0
85,212,97,2024-01-21,West Kelli,United States Virgin Islands,8060.45
86,302,30,2024-08-24,New Elizabeth,Seychelles,3767.51
87,284,8,2024-06-06,Reneeside,Madagascar,2900.1
88,431,50,2023-02-21,Port Matthewshire,Norfolk Island,4652.04
89,420,67,2024-02-11,Jacobsonland,Uzbekistan,1344.22
90,215,69,2025-05-27,Michelleberg,India,2624.03
91,352,61,2022-10-23,Johnborough,Latvia,4767.89
92,294,31,2023-05-12,Debrastad,Anguilla,5359.59
93,244,39,2023-04-27,East Hannahburgh,Fiji,6119.1900000000005
94,41,51,2023-08-10,Port Maureen,Solomon Islands,4206.12
95,463,92,2025-08-28,Clarkview,Brunei Darussalam,
96,18,65,2023-10-24,North Christina,Christmas Island,3081.89
97,293,67,2025-03-29,New Joannaview,French Guiana,1015.0699999999999
98,410,74,2023-06-13,Lake Michaelview,Djibouti,2644.0099999999998
99,347,80,2025-08-04,West Tracyton,Sudan,
100,76,16,2023-11-29,Tammyberg,Niue,1189.82
101,487,97,2023-06-08,Lake Cynthiatown,Estonia,2175.96
102,230,23,2025-06-20,Gamblechester,Tunisia,829.2
103,486,22,2023-02-18,Davenporthaven,Guyana,2336.9700000000003
104,498,28,2023-03-27,North Jeffreyville,Ireland,
105,414,25,2024-03-22,Gloverstad,Barbados,4899.95
106,65,6,2024-05-10,South Brandonfurt,Christmas Island,10618.49
107,217,11,2023-08-16,West Debbieton,Burkina Faso,4020.87
108,350,56,2025-02-20,North Sonyaville,Bolivia,3242.1099999999997
109,104,81,2025-01-23,East Markside,Chad,894.27
110,76,77,2022-09-03,Ashleybury,Panama,
111,133,41,2023-09-07,Stuartberg,Germany,2787.54
112,467,94,2024-09-11,West John,Congo,4255.25
113,469,9,2023-07-31,North Emilymouth,Turks and Caicos Islands,1958.6
114,45,50,2025-02-24,East Tammy,British Indian Ocean Territory (Chagos Archipelago),1333.96
115,285,51,2023-08-11,Matthewport,Christmas Island,2283.3900000000003
116,283,42,2024-04-11,Solomonberg,Bhutan,
117,439,36,2023-03-09,North Brentfort,Austria,3670.34
118,267,59,2025-03-04,Lawrencestad,Liechtenstein,2138.4900000000002
119,470,2,2024-03-28,Scottburgh,Guernsey,
120,403,90,2025-08-19,East Lori,Haiti,
121,320,76,2025-04-17,West Jonathanburgh,Oman,1644.6000000000001
122,268,54,2025-07-23,Schultzborough,Pitcairn Islands,1345.64
123,58,54,2024-12-23,West Peter,Saint Martin,6048.029999999999
124,77,19,2025-05-26,Danielsbury,Nigeria,4336.46
125,291,76,2023-04-02,Valerieborough,Mozambique,3569.3199999999997
126,299,98,2025-08-19,Courtneytown,Estonia,2210.37
127,494,13,2025-05-15,Shannonfort,Myanmar,
128,474,14,2023-03-12,North Sarahshire,Maldives,705.8700000000001
129,289,100,2024-05-06,Markland,Wallis and Futuna,51.64
130,52,37,2024-12-04,West Carol,Togo,4424.900000000001
131,445,69,2023-07-10,Rubiohaven,Antigua and Barbuda,6375.120000000001
132,451,45,2025-07-29,Alexandriaside,Germany,473.26
133,450,53,2025-05-22,New Lucasmouth,French Southern Territories,6524.849999999999
134,136,50,2025-03-20,Joshuaside,Malaysia,7163.27
135,336,63,2023-01-19,Port Christinamouth,Mauritania,251.0
136,293,78,2025-03-24,South Biancaland,Paraguay,4388.8
137,243,5,2023-04-02,South James,French Polynesia,5614.74
138,89,36,2024-06-01,North Garybury,Libyan Arab Jamahiriya,13210.400000000001
139,207,19,2025-03-26,Kimberlyland,British Indian Ocean Territory (Chagos Archipelago),1196.12
140,317,78,2024-10-07,Joseborough,Cameroon,3454.75
141,349,89,2025-01-25,Nelsonborough,Hong Kong,
142,206,5,2023-08-29,Port Trevortown,Colombia,2415.51
143,203,43,2024-10-12,Brittneymouth,French Polynesia,1979.3600000000001
144,354,31,2023-05-15,Horneview,Micronesia,1534.4
145,26,96,2025-08-25,Port Lisa,Tonga,5293.49
146,244,35,2023-08-02,East Scott,Philippines,1316.08
147,460,48,2024-01-23,New Samueltown,Bermuda,10916.7
148,11,44,2024-11-30,Heidiview,Lesotho,1212.76
149,419,39,2024-05-07,Port Kristin,Nigeria,
150,160,36,2024-06-20,North Tiffany,El Salvador,5689.549999999999
151,432,63,2023-05-04,West Kathryn,Lithuania,263.36
152,440,90,2023-08-31,New Kristenton,Switzerland,5386.1900000000005
153,351,13,2024-11-07,Robertsonberg,South Africa,207.54999999999998
154,498,30,2025-05-29,Whiteville,Barbados,4376.7300000000005
155,69,39,2025-06-08,West David,Luxembourg,
156,499,96,2023-10-20,Davistown,Hong Kong,1901.2000000000003
157,227,100,2023-01-30,Christopherburgh,Malaysia,2247.3
158,423,42,2024-07-12,West Adam,Micronesia,2120.93
159,138,94,2022-10-09,Williamstown,Anguilla,625.2199999999999
160,214,78,2025-02-08,North Carrie,Rwanda,6862.24
161,331,12,2025-05-13,Stewartborough,Canada,3144.42
162,97,57,2023-09-24,Jamestown,India,1082.5
163,109,53,2023-12-28,Lake Melvin,Austria,5056.64
164,380,63,2024-01-18,Estradaview,French Polynesia,5225.52
165,389,67,2025-02-10,Christopherfort,Turkey,7318.0599999999995
166,445,48,2023-05-11,South Heidifort,Austria,114.12
167,421,8,2024-01-02,Cobbville,Timor-Leste,4438.34
168,264,21,2023-10-01,Barbarashire,Algeria,2141.7200000000003
169,34,40,2025-01-22,Atkinston,Saint Lucia,7355.93
170,364,65,2025-07-01,Jacobport,Singapore,1401.3400000000001
171,207,18,2023-05-12,Nunezview,Guernsey,2120.43
172,400,68,2024-10-27,Lake Mallory,Serbia,2614.85
173,451,73,2022-11-25,Ewingmouth,Mauritius,6677.969999999999
174,15,23,2023-05-31,West Travischester,Estonia,7748.51
175,99,26,2024-05-14,Franktown,Somalia,1830.58
176,429,8,2024-04-25,Velezland,Latvia,4695.07
177,128,5,2024-06-12,Lopezland,Singapore,2281.3500000000004
178,234,7,2025-08-29,Robertton,Grenada,4317.67
179,471,47,2024-09-04,West Paulastad,Bahrain,950.14
180,361,26,2024-08-18,North Nicholas,Guinea-Bissau,2634.9799999999996
181,141,48,2022-11-27,Lake Jessica,Malaysia,33.42
182,422,60,2024-07-25,West Nathanmouth,Malta,561.52
183,259,51,2024-01-14,New Danielport,Jersey,3385.67
184,326,16,2024-06-14,Rogersmouth,Finland,3110.21
185,349,4,2024-06-05,East Allisonstad,Monaco,288.06
186,124,48,2022-12-04,Gilbertbury,Brazil,3034.53
187,251,77,2025-04-15,Lake Leonfort,Finland,3209.16
188,229,23,2023-03-15,Port Kristen,Wallis and Futuna,5784.86
189,492,61,2023-07-10,East Kathrynfort,Nauru,2593.2599999999998
190,301,71,2025-01-30,Port James,Kenya,5485.43
191,180,45,2024-04-29,East Jasmine,Morocco,15388.08
192,84,34,2023-11-30,Port Russell,Belgium,293.15999999999997
193,384,89,2025-07-03,North Larry,Syrian Arab Republic,2069.1000000000004
194,47,37,2024-05-13,North Allenbury,Lao People's Democratic Republic,7698.46
195,15,50,2023-06-20,Hancockmouth,United States of America,2473.41
196,26,21,2025-01-17,North Troyberg,Ecuador,7139.35
197,438,74,2022-10-28,Hunterfort,United States Virgin Islands,13167.11
198,400,28,2025-05-14,Marybury,Tanzania,
199,439,29,2025-07-02,Nathanborough,Suriname,4617.610000000001
200,332,29,2022-09-12,South Robert,Chile,3520.5600000000004
201,347,27,2025-03-03,South Maria,Grenada,
202,138,84,2022-09-24,Cunninghamstad,Svalbard & Jan Mayen Islands,357.64
203,210,66,2024-09-16,Owensfort,Libyan Arab Jamahiriya,4189.02
204,11,100,2022-09-26,South Ralph,Estonia,2344.69
205,496,99,2025-08-19,Port Bretttown,Guadeloupe,
206,350,2,2023-09-03,New Marie,Dominican Republic,4179.91
207,243,17,2023-08-25,East Kimberlymouth,French Polynesia,6056.46
208,332,23,2024-08-11,Port Nicholaston,Malaysia,4134.09
209,308,2,2023-04-03,New Austin,Cameroon,2041.3199999999997
210,115,33,2022-09-04,Port Brad,Zimbabwe,1771.75
211,312,40,2023-02-24,Bellview,Iran,8446.58
212,365,91,2024-03-25,North Karenville,Syrian Arab Republic,862.18
213,330,36,2024-07-02,Port Scottfurt,Denmark,9052.61
214,217,49,2025-03-02,Jonesburgh,Niue,493.6
215,437,45,2023-01-16,South Kathryn,Hong Kong,
216,236,33,2023-07-23,North Dylantown,Egypt,4981.13
217,112,60,2023-07-29,Wheelershire,Panama,1191.11
218,155,87,2024-07-08,Crystalville,Saint Helena,1149.3999999999999
219,267,80,2025-02-02,South Patriciaborough,Svalbard & Jan Mayen Islands,1085.65
220,204,75,2025-03-05,South Brianfurt,South Africa,82.92
221,53,1,2024-04-01,Ferrellfurt,Macao,12520.02
222,262,85,2024-06-09,New Jillian,Guam,1022.7700000000001
223,495,48,2023-11-22,North Daniellefort,United States of America,785.44
224,288,83,2024-04-08,North Paulaberg,Denmark,10914.85
225,305,78,2024-07-14,Briggshaven,Macedonia,1977.0700000000002
226,145,39,2024-02-04,New Jack,Gambia,372.54
227,351,14,2025-04-09,East Kristinaville,Ireland,4139.71
228,247,9,2024-02-14,Port Alicebury,Croatia,1846.52
229,173,36,2023-05-11,Port Matthewfort,Slovakia (Slovak Republic),2194.5
230,328,42,2023-02-02,Debrafort,Turks and Caicos Islands,708.2
231,442,36,2023-02-11,Hurstborough,Bhutan,3257.2200000000003
232,134,84,2025-07-08,Toddport,Czech Republic,1910.1999999999998
233,365,84,2024-10-31,West Hunter,Venezuela,335.37
234,153,25,2024-05-22,Ramirezshire,Ethiopia,6475.460000000001
235,77,67,2024-05-10,Leachstad,Gabon,7718.700000000001
236,392,31,2024-11-11,Fosterland,Bolivia,
237,461,8,2023-01-14,Port Denise,Tanzania,8793.93
238,413,77,2024-10-29,Annside,Sri Lanka,3017.92
239,207,85,2025-03-17,Kathybury,French Guiana,1893.33
240,164,88,2025-08-15,Hernandezbury,Aruba,961.97
241,72,93,2025-06-10,West Anthony,Haiti,6638.570000000001
242,14,84,2023-11-06,Markburgh,Chile,2011.9
243,255,38,2022-10-16,South Mitchellmouth,Bulgaria,6473.8099999999995
244,133,54,2023-08-18,North Jamesport,United States Minor Outlying Islands,2477.6400000000003
245,208,50,2023-05-13,Anitaport,Ireland,8563.49
246,378,5,2025-03-23,Crystalmouth,Maldives,1796.56
247,299,91,2023-08-05,Whiteton,Japan,7859.5
248,293,25,2023-04-28,North Ronald,Cote d'Ivoire,1565.1999999999998
249,176,93,2024-09-15,Clarkland,Sao Tome and Principe,4122.81
250,366,29,2024-08-23,West Stevenfurt,French Guiana,
251,352,69,2025-04-01,Janicefurt,Cayman Islands,3683.94
252,327,61,2025-08-28,East Tasha,Peru,1483.67
253,465,86,2023-06-14,Smithstad,Timor-Leste,8494.849999999999
254,184,65,2023-01-11,East Andrea,Iran,2556.76
255,154,22,2024-12-13,Aliciafort,Taiwan,4217.45
256,431,85,2023-05-13,Baldwinville,United Kingdom,2539.8
257,449,72,2023-03-15,Barberport,Macao,1830.48
258,93,38,2023-08-14,South Sarahland,Jersey,245.4
259,50,61,2023-04-13,Williamsonhaven,Rwanda,1983.16
260,66,95,2025-02-03,East Davidfort,Netherlands Antilles,2032.15
261,133,93,2023-11-07,New Nicolemouth,Aruba,1810.52
262,414,72,2025-03-01,South Stephanie,Algeria,5996.719999999999
263,391,24,2025-07-07,West Cynthia,Pakistan,1951.8
264,485,88,2023-07-16,East Andrew,Lesotho,4645.67
265,461,43,2023-11-19,New Jasmineborough,Greenland,2718.6099999999997
266,336,12,2024-09-28,Costaburgh,Korea,
267,114,46,2024-03-29,Danielhaven,Saint Lucia,3809.6000000000004
268,115,96,2025-03-21,West Jimmy,Burkina Faso,1713.9700000000003
269,447,40,2024-04-08,Blackland,Bermuda,1627.13
270,216,43,2024-07-13,East Brian,Brunei Darussalam,4318.74
271,191,34,2025-01-02,Lisabury,Palau,6364.6
272,300,38,2023-05-15,Port Pamelachester,Aruba,1134.6100000000001
273,238,16,2024-05-01,Port Laurie,Turks and Caicos Islands,6804.01
274,241,7,2025-03-14,New Annette,Kazakhstan,67.6
275,444,82,2022-11-05,South Angelafurt,Burkina Faso,870.06
276,299,75,2022-12-09,Jordanchester,Albania,1722.7800000000002
277,484,80,2025-02-24,Masseyton,Cape Verde,
278,37,61,2024-03-21,Whitebury,Sweden,
279,456,25,2024-10-13,New Ruth,Mozambique,3212.96
280,257,16,2024-05-26,Davismouth,Samoa,2611.08
281,445,88,2023-02-28,Matthewmouth,Paraguay,1154.34
282,196,68,2023-11-13,Port Michaelfurt,Samoa,4500.79
283,153,53,2023-10-28,Parkerview,Montserrat,4398.4400000000005
284,28,20,2023-03-09,Jefferyhaven,Puerto Rico,1429.44
285,71,26,2025-06-25,Rodriguezburgh,Philippines,2101.48
286,176,53,2023-01-25,North Andrea,Bahamas,5916.049999999999
287,292,59,2023-05-09,West Christina,China,2646.56
288,74,41,2024-06-16,New Tara,New Caledonia,13444.470000000001
289,442,92,2025-06-25,East Earl,Malta,1573.93
290,93,100,2024-08-27,West Amy,Slovakia (Slovak Republic),2454.0
291,42,63,2023-06-17,North Brandiville,Lesotho,10270.75
292,171,81,2025-01-03,Fisherberg,Saint Kitts and Nevis,3346.62
293,91,41,2024-03-17,Whitefort,Guinea-Bissau,4870.45
294,325,8,2024-10-27,New Ryan,Belize,1814.7
295,3,58,2025-02-12,Armstrongtown,Madagascar,10542.95
296,141,27,2024-10-31,Manninghaven,Kenya,4586.75
297,390,100,2024-04-22,Lake Jeffrey,Tonga,4540.7699999999995
298,87,74,2025-07-25,Lake Julie,Barbados,220.04999999999998
299,392,21,2023-04-21,East Ericfurt,Congo,2521.08
300,251,98,2025-08-15,Williamsborough,Cote d'Ivoire,1103.22
301,400,12,2023-10-16,Nicolechester,Lao People's Democratic Republic,3973.29
302,67,79,2023-06-27,Michaelshire,Guernsey,366.04
303,223,82,2022-09-04,West Karen,Chile,6037.16
304,220,52,2023-06-11,Whiteville,Congo,2984.69
305,220,62,2025-04-10,Sarahside,Saint Barthelemy,
306,197,1,2023-02-12,South Dawnville,Switzerland,7837.299999999999
307,20,69,2024-08-09,South Martha,Hong Kong,1254.4499999999998
308,103,94,2024-05-13,New Kristi,Palau,10397.84
309,192,2,2024-05-15,North Crystalstad,Dominica,3536.0299999999997
310,457,42,2023-01-02,Port Josephfurt,Italy,3313.41
311,388,68,2022-11-02,Lake Geoffrey,British Indian Ocean Territory (Chagos Archipelago),6090.11
312,98,3,2023-08-23,South Jerry,Malawi,
313,347,1,2022-10-28,Perezborough,Costa Rica,1875.59
314,321,94,2025-06-03,New Brianmouth,San Marino,5013.620000000001
315,128,29,2022-12-21,Changmouth,Guinea-Bissau,777.54
316,356,45,2024-06-12,West Kennethside,Russian Federation,7805.25
317,160,17,2025-04-16,Velasquezchester,Venezuela,
318,53,50,2023-01-08,New Tonya,Macao,425.18
319,258,76,2024-06-29,Gregoryville,Uzbekistan,3619.94
320,157,22,2025-08-12,North Christine,Lebanon,5035.15
321,34,6,2025-01-30,Lake Joseph,Argentina,2335.2599999999998
322,153,38,2022-11-11,Wilsonhaven,Comoros,2120.5
323,234,94,2025-06-07,West Maureen,Nigeria,4217.58
324,267,77,2024-04-01,South Veronica,Korea,1608.41
325,269,44,2022-10-31,New Michelleview,Namibia,4910.28
326,223,88,2025-06-30,Cookhaven,Bosnia and Herzegovina,5352.86
327,69,44,2023-10-12,Feliciamouth,Namibia,2796.18
328,462,63,2024-12-29,Jenkinsborough,Congo,1831.48
329,184,97,2025-07-17,Elizabethland,Greenland,3934.3999999999996
330,97,22,2025-07-28,Watsonfort,Iraq,1154.6999999999998
331,486,52,2022-11-30,Smithbury,Mauritania,742.52
332,10,30,2022-12-05,New Kellyfort,Bahrain,6965.6900000000005
333,115,94,2024-03-30,Codyside,Algeria,2228.0
334,68,28,2023-07-07,East Brittneybury,Angola,8093.58
335,376,3,2024-06-17,West Adammouth,British Indian Ocean Territory (Chagos Archipelago),2193.1
336,302,65,2023-11-06,East Alexander,Liechtenstein,2930.58
337,87,16,2025-02-20,Elliottville,Turkey,7750.54
338,188,92,2024-04-08,North Connor,Northern Mariana Islands,392.72
339,334,5,2023-02-03,South Lucas,Ecuador,2276.13
340,193,82,2024-09-20,Vanessafort,Latvia,1425.38
341,131,99,2023-02-19,Colinberg,Malta,4888.64
342,274,80,2024-12-02,Smithtown,Dominica,7009.09
343,25,77,2025-03-31,Triciamouth,Eritrea,
344,25,85,2025-02-02,Briggsmouth,Kenya,
345,56,84,2024-02-02,Lake Michelletown,Libyan Arab Jamahiriya,4840.45
346,429,3,2025-06-17,Englishtown,French Southern Territories,
347,25,89,2025-07-05,Ginamouth,Heard Island and McDonald Islands,1703.94
348,60,54,2023-02-24,West Phillipland,Trinidad and Tobago,
349,228,49,2023-06-13,Shepardmouth,Romania,2843.96
350,64,71,2023-03-30,Holtchester,Paraguay,3161.27
351,130,61,2023-02-01,Nicholaschester,Trinidad and Tobago,1833.7199999999998
352,360,20,2023-05-02,Diazburgh,Bangladesh,6052.670000000001
353,106,89,2024-11-11,New James,Cocos (Keeling) Islands,2019.3000000000002
354,352,81,2023-12-08,Lake Amyside,Korea,1733.94
355,5,39,2025-06-04,Amyport,Malta,2438.88
356,216,85,2024-06-21,Browntown,Vietnam,3599.09
357,52,85,2023-02-11,West Lisa,United Arab Emirates,1988.56
358,267,35,2025-04-10,Port Robert,Saint Pierre and Miquelon,1255.4099999999999
359,319,78,2024-02-06,Floresview,Niue,5785.53
360,359,18,2022-12-07,Connietown,Portugal,378.40000000000003
361,215,14,2025-05-25,Jorgeburgh,United States Minor Outlying Islands,2006.5
362,262,93,2022-12-28,East Craig,Seychelles,2536.27
363,317,16,2024-10-05,Mariefort,Guinea-Bissau,9956.710000000001
364,145,15,2024-10-14,Donovanstad,Guam,7979.500000000001
365,402,14,2024-10-10,Esparzafort,Ireland,8951.36
366,255,26,2023-02-23,West Pamela,Kazakhstan,355.12
367,312,26,2022-10-10,Markmouth,Latvia,1496.8100000000002
368,399,34,2024-06-24,Coxview,Oman,11128.68
369,426,67,2024-04-18,West Joshuaville,Egypt,3473.99
370,499,26,2024-11-20,Montoyastad,French Guiana,2690.6800000000003
371,184,91,2024-10-20,North Jason,Vanuatu,10139.21
372,210,38,2023-05-20,Crystalstad,Senegal,3409.46
373,83,6,2024-08-17,Carlosside,Slovenia,3236.13
374,281,64,2025-08-23,South Kevin,Cambodia,4058.3199999999997
375,467,27,2023-02-20,New Dustinburgh,Slovakia (Slovak Republic),3508.9199999999996
376,353,62,2025-01-22,New Jakemouth,Macao,
377,170,31,2023-05-05,New Amandamouth,Costa Rica,1474.73
378,2,2,2024-04-17,Port Joseph,Syrian Arab Republic,4748.639999999999
379,344,12,2023-11-03,West Kelly,Kuwait,2686.37
380,465,15,2024-02-16,Porterside,Niue,1013.6600000000001
381,428,74,2024-06-18,Virginiastad,Svalbard & Jan Mayen Islands,8030.3099999999995
382,343,64,2024-01-10,South Mark,Norway,1634.92
383,77,12,2025-01-10,Ronaldfurt,Tokelau,1381.04
384,400,66,2023-02-17,Hammondmouth,Tonga,1450.79
385,39,93,2023-06-26,Emilyfurt,Jersey,7542.17
386,371,13,2024-12-16,Port Karina,Saint Pierre and Miquelon,8373.75
387,464,33,2024-04-23,Hansentown,Somalia,1690.92
388,330,30,2023-01-11,Jasonchester,Vietnam,7944.63
389,234,38,2023-04-29,East Brandonview,Turkmenistan,
390,136,60,2024-07-10,North Larry,Korea,408.24
391,26,13,2023-04-16,Lake Jorge,Pakistan,3308.5599999999995
392,417,23,2025-05-06,Guerreroland,Jordan,2783.8100000000004
393,448,6,2025-04-19,Mayfort,Latvia,5090.15
394,437,38,2022-12-14,Port Justin,Papua New Guinea,259.43999999999994
395,185,87,2024-03-15,Port Richard,Lebanon,9230.730000000001
396,161,55,2024-04-16,Haleyburgh,Cyprus,4368.19
397,379,15,2024-02-22,Port Ronaldfort,Vietnam,8433.880000000001
398,49,98,2024-07-06,Martinezland,Western Sahara,7076.05
399,456,6,2022-12-22,Lake David,Martinique,10310.580000000002
400,5,18,2023-04-05,Lake Kenneth,Wallis and Futuna,3476.8700000000003
401,340,83,2024-08-15,South Darrellville,Kiribati,2447.6
402,88,43,2025-05-05,Mayshaven,Guinea,1703.8400000000001
403,184,57,2024-09-30,North Laurachester,Botswana,697.56
404,490,80,2022-12-14,North Jennifer,Moldova,
405,138,94,2024-08-13,Jerryshire,Iraq,3296.4300000000003
406,48,48,2023-04-02,Mcbrideside,Reunion,263.26
407,418,44,2025-05-15,Reyesport,Egypt,15824.47
408,94,15,2023-05-15,Woodardborough,Bouvet Island (Bouvetoya),5588.3
409,206,52,2023-01-30,Lake Jennifer,Martinique,5437.09
410,493,59,2024-12-09,Fisherside,Jamaica,6226.219999999999
411,140,50,2024-12-17,South Elizabeth,Turkmenistan,3657.3500000000004
412,354,62,2025-03-16,West Sarahview,Norfolk Island,
413,410,54,2024-11-19,Ashleyside,Cambodia,1401.84
414,333,22,2024-04-13,New Aliciamouth,Bosnia and Herzegovina,6386.759999999998
415,58,17,2024-01-23,East Jamie,Finland,4600.639999999999
416,357,93,2025-01-19,Smithmouth,Peru,3846.35
417,31,21,2025-08-03,West John,United Arab Emirates,7450.849999999999
418,54,54,2025-01-29,South Luisfort,Cote d'Ivoire,2114.83
419,467,76,2023-08-26,North Christopher,Haiti,3525.58
420,248,73,2023-05-05,North Melissaside,Malawi,3868.1499999999996
421,348,57,2024-12-05,New Amanda,Armenia,4068.1099999999997
422,93,79,2025-02-23,Bakerland,Chile,7778.639999999999
423,195,100,2024-12-22,New Nicholasside,Zambia,4018.24
424,184,79,2025-07-17,Millerview,Colombia,6469.110000000001
425,15,88,2024-08-02,Port Cassandra,Jordan,6061.8
426,451,94,2022-11-15,Allisonville,Congo,6402.509999999999
427,499,17,2023-12-06,Brownmouth,New Caledonia,2574.6
428,248,63,2023-09-04,North Wandabury,French Polynesia,7545.89
429,58,53,2022-11-09,South Crystalmouth,Kiribati,3017.42
430,226,6,2024-02-22,Torresside,Belarus,785.44
431,33,34,2025-04-03,Davidton,Djibouti,4326.32
432,336,41,2024-06-12,East Rebekah,Bulgaria,6262.410000000001
433,7,91,2024-03-25,West Reneechester,Sudan,2064.52
434,445,87,2023-11-16,Lake Melanieview,Brazil,1899.56
