OrderDetailID,OrderID,ProductID,Quantity,UnitPrice
656,1689,165,5,110.91
657,1037,68,6,213.83
658,862,617,9,408.8
659,1511,335,8,374.55
660,1424,29,1,271.79
661,1314,657,3,211.85
662,1291,455,3,263.76
663,7,411,4,82.92
664,1287,313,6,119.93
665,1180,85,2,212.52
666,324,256,9,128.93
667,1462,993,3,212.81
668,1735,609,7,303.22
669,1624,962,6,10.62
670,925,490,3,50.4
671,534,178,10,434.09
672,1694,336,5,481.63
673,407,87,7,359.51
674,753,187,7,67.48
675,1795,387,10,366.16
676,460,22,1,138.62
677,1891,572,10,129.05
678,1284,235,2,496.99
679,1996,474,4,332.65
680,537,719,3,153.75
681,102,411,10,82.92
682,879,615,5,171.5
683,306,92,6,466.96
684,349,970,10,187.01
685,241,15,9,353.76
686,892,792,8,181.13
687,1695,690,8,405.3
688,243,230,4,237.35
689,391,969,5,32.44
690,590,765,8,404.05
691,783,134,7,450.52
692,1754,212,10,124.47
693,442,844,5,159.39
694,1489,694,4,112.86
695,857,185,7,378.35
696,1623,150,1,78.05
697,595,1000,5,149.38
698,483,633,8,339.55
699,1859,255,6,445.26
700,1194,701,8,44.72
701,176,11,8,424.51
702,273,893,6,178.65
703,1996,710,7,384.2
704,1407,218,7,277.44
705,1451,434,10,453.43
706,525,75,2,146.2
707,1141,61,1,468.08
708,682,954,4,258.1
709,965,931,6,86.24
710,1242,962,10,10.62
711,1454,767,1,100.01
712,11,260,9,261.89
713,1270,391,5,189.46
714,809,688,6,62.54
715,271,992,9,157.22
716,85,595,3,251.89
717,534,174,9,400.08
718,1010,953,6,80.58
719,1798,480,3,377.43
720,184,325,9,305.5
721,887,146,5,17.09
722,240,321,1,489.08
723,262,512,5,196.51
724,1532,370,7,372.15
725,580,925,5,70.43
726,1256,850,5,260.42
727,1059,321,7,489.08
728,1829,169,6,193.29
729,1510,504,3,419.16
730,1139,874,8,72.58
731,109,194,3,298.09
732,112,236,3,305.13
733,74,482,5,187.08
734,335,723,8,193.67
735,894,119,8,156.07
736,84,453,6,46.74
737,1453,575,8,471.1
738,938,505,2,13.14
739,1733,738,3,457.65
740,254,358,2,202.08
741,418,890,5,178.56
742,370,855,3,298.14
743,1536,521,5,104.79
744,1154,913,10,66.5
745,435,598,1,29.09
746,1078,786,10,396.3
747,370,427,2,15.32
748,505,787,8,252.89
749,1387,97,6,62.14
750,54,292,2,457.15
751,808,383,10,397.58
752,1903,975,2,465.92
753,1715,332,3,70.42
754,60,84,8,291.56
755,1702,725,8,96.02
756,930,644,5,374.93
757,1217,674,1,288.57
758,675,994,1,357.27
759,1344,638,8,161.94
760,666,971,10,447.66
761,265,217,1,278.97
762,1642,660,5,9.59
763,662,818,1,318.29
764,1524,73,9,433.0
765,1950,617,7,408.8
766,190,409,5,159.26
767,365,246,7,345.26
768,183,22,4,138.62
769,334,398,7,423.46
770,584,663,3,445.18
771,247,306,8,353.43
772,1641,443,5,223.89
773,1851,702,10,70.83
774,269,368,2,396.04
775,1705,377,9,344.62
776,410,502,8,65.31
777,1814,398,8,423.46
778,550,577,10,422.05
779,867,93,7,187.92
780,1661,378,10,41.38
781,382,445,7,233.56
782,191,42,9,421.63
783,700,997,8,292.48
784,1386,230,3,237.35
785,1907,508,9,97.72
786,1290,663,9,445.18
787,172,298,8,42.04
788,896,82,8,299.54
789,616,153,3,459.15
790,1402,925,5,70.43
791,1724,255,9,445.26
792,876,303,10,310.64
793,98,565,2,41.71
794,1879,47,9,33.67
795,221,523,7,494.62
796,846,97,8,62.14
797,1354,738,10,457.65
798,1665,260,6,261.89
799,522,600,2,146.45
800,1575,516,1,71.04
801,234,759,8,189.73
802,368,806,3,262.95
803,1727,403,1,19.33
804,171,427,5,15.32
805,643,602,8,383.11
806,1552,687,8,79.18
807,1278,828,5,242.22
808,700,990,3,439.21
809,433,190,2,482.05
810,1530,619,5,399.39
811,1786,690,2,405.3
812,889,548,1,457.2
813,12,405,2,435.58
814,28,176,8,453.93
815,943,709,7,20.95
816,1780,674,10,288.57
817,1487,499,5,131.68
818,1267,833,10,330.51
819,739,708,7,98.3
820,1648,310,2,208.97
821,257,139,1,417.69
822,391,115,1,402.11
823,1426,994,4,357.27
824,1760,28,4,136.12
825,986,665,3,85.43
826,1331,248,7,61.81
827,1725,642,9,25.82
828,391,89,5,161.51
829,1577,475,3,69.87
830,971,433,1,318.45
831,239,171,3,375.02
832,1514,720,8,440.46
833,1974,497,8,416.4
834,41,881,8,257.85
835,1199,249,4,454.66
836,604,584,7,34.66
837,105,342,1,412.1
838,211,646,7,72.95
839,852,869,8,96.95
840,1510,593,10,467.21
841,1498,568,5,219.15
842,76,500,7,470.41
843,996,526,10,169.3
844,1485,627,8,79.96
845,475,732,1,137.89
846,1082,20,7,40.34
847,1181,324,9,250.88
848,131,275,7,83.4
849,1821,485,2,401.62
850,1014,638,6,161.94
851,919,715,7,74.37
852,43,166,5,273.59
853,1488,197,8,176.87
854,705,449,4,227.62
855,1040,225,10,117.6
856,1862,702,6,70.83
857,1888,617,8,408.8
858,269,905,5,167.01
859,1481,729,7,71.38
860,1966,427,6,15.32
861,1631,484,3,253.94
862,1274,213,5,380.29
863,1415,768,2,137.33
864,1367,495,3,326.73
865,355,205,3,137.86
866,1241,504,2,419.16
867,1626,426,8,321.87
868,622,241,4,109.46
869,1141,49,1,384.09
870,735,903,5,204.41
871,732,694,3,112.86
872,358,848,9,16.18
873,66,827,2,395.59
874,692,441,2,319.47
875,1265,233,2,290.63
876,1151,230,8,237.35
877,529,349,6,444.19
878,1576,48,9,47.4
879,548,918,3,333.93
880,1748,707,9,127.52
881,1238,686,2,451.93
882,1447,52,8,378.86
883,1637,469,2,157.89
884,1997,109,10,157.59
885,1249,801,2,279.6
886,1687,576,1,314.12
887,1039,108,3,278.5
888,1291,121,4,142.91
889,1866,371,3,36.46
890,1492,300,8,426.62
891,1561,519,8,95.23
892,1501,892,2,407.7
893,316,663,6,445.18
894,686,839,3,114.41
895,252,869,4,96.95
896,900,993,7,212.81
897,1576,788,1,53.35
898,503,855,8,298.14
899,700,294,9,482.59
900,351,88,5,69.78
901,763,733,7,24.58
902,739,645,4,139.21
903,311,772,9,380.99
904,864,807,4,73.73
905,283,822,7,18.32
906,847,941,7,375.18
907,1840,470,9,474.1
908,1628,699,6,190.36
909,1933,31,8,498.68
910,299,789,1,304.56
911,1470,826,9,130.08
912,1933,72,2,87.32
913,693,323,7,486.93
914,1582,169,7,193.29
915,126,403,1,19.33
916,1353,945,3,467.29
917,1849,589,1,162.96
918,1294,731,9,50.77
919,1993,303,7,310.64
920,824,908,9,201.87
921,1790,312,6,343.15
922,1863,353,1,54.02
923,1694,287,9,271.6
924,1251,943,3,196.01
925,1435,414,8,111.71
926,1319,211,9,280.12
927,1279,808,10,77.24
928,1336,453,6,46.74
929,1818,832,7,457.63
930,1589,203,5,405.06
931,173,38,9,385.46
932,686,400,3,487.4
933,1066,554,5,356.22
934,438,96,9,466.22
935,1131,320,9,289.53
936,698,776,3,488.78
937,48,29,9,271.79
938,1214,265,4,332.98
939,1705,793,5,96.94
940,1488,433,9,318.45
941,227,750,1,472.01
942,1724,382,5,229.59
943,1285,520,6,389.21
944,254,49,2,384.09
945,920,306,10,353.43
946,1510,6,8,359.43
947,695,242,10,123.73
948,1159,732,9,137.89
949,1730,610,4,27.43
950,718,307,5,348.53
951,1366,804,10,149.46
952,1378,144,7,318.31
953,1065,756,4,29.01
954,216,336,9,481.63
955,1193,198,6,39.13
956,931,101,3,453.14
957,1458,436,7,55.89
958,168,95,1,8.87
959,871,910,3,275.92
960,976,220,8,362.04
961,160,379,9,78.43
962,825,603,9,30.32
963,1063,798,7,50.3
964,1786,271,10,314.58
965,1022,652,7,467.84
966,902,706,8,274.5
967,1499,997,7,292.48
968,1688,167,3,417.28
969,1036,131,8,336.96
970,1457,469,3,157.89
971,1983,722,9,486.28
972,1768,542,2,186.33
973,1423,218,8,277.44
974,970,34,3,300.22
975,1934,573,6,66.96
976,1888,975,2,465.92
977,1233,873,7,433.43
978,226,124,6,62.09
979,1171,297,1,76.36
980,1071,157,2,416.13
981,761,313,6,119.93
982,622,302,8,444.28
983,58,811,3,250.42
984,292,803,10,301.03
985,864,50,5,473.69
986,1821,291,4,26.61
987,375,839,8,114.41
988,5,126,9,300.3
989,715,70,1,53.46
990,856,493,10,196.15
991,635,580,8,211.21
992,1844,346,7,455.15
993,974,855,10,298.14
994,272,781,3,12.75
995,1034,652,8,467.84
996,1560,461,8,170.01
997,306,888,6,433.32
998,183,820,10,61.37
999,1361,639,7,140.36
1000,794,239,7,286.47
1001,695,554,1,356.22
1002,1963,687,8,79.18
1003,1508,285,2,145.01
1004,1774,170,1,377.97
1005,1172,646,5,72.95
1006,1150,661,2,464.59
1007,1319,573,2,66.96
1008,395,979,10,287.91
1009,1110,591,1,148.65
1010,1961,584,9,34.66
1011,388,769,8,479.85
1012,1030,919,1,201.19
1013,247,675,9,347.92
1014,369,986,1,297.89
1015,564,806,4,262.95
1016,503,850,10,260.42
1017,910,87,9,359.51
1018,1243,329,7,157.92
1019,1207,47,8,33.67
1020,1766,957,1,221.56
1021,697,448,3,292.26
1022,850,25,9,137.53
1023,650,392,5,295.3
1024,187,118,2,103.79
1025,1110,173,5,19.37
1026,295,188,5,474.14
1027,1574,92,3,466.96
1028,629,976,7,402.54
1029,1390,174,1,400.08
1030,1259,985,6,371.09
1031,372,28,1,136.12
1032,611,400,2,487.4
1033,656,146,7,17.09
1034,1829,332,5,70.42
1035,770,965,2,367.8
1036,107,208,4,19.21
1037,1541,612,10,305.1
1038,485,505,9,13.14
1039,1541,517,7,407.69
1040,1945,118,5,103.79
1041,125,326,8,99.12
1042,1133,417,2,27.48
1043,992,30,7,449.42
1044,1298,240,1,54.12
1045,552,568,10,219.15
1046,1383,104,4,490.0
1047,1563,569,3,261.46
1048,624,582,7,478.54
1049,914,86,9,161.6
1050,417,802,3,49.36
1051,765,554,3,356.22
1052,1602,252,9,66.56
1053,1951,434,9,453.43
1054,926,43,1,80.66
1055,1665,476,10,94.52
1056,593,669,3,414.36
1057,2,62,8,125.28
1058,560,613,5,466.03
1059,1720,697,7,147.11
1060,720,863,4,310.59
1061,1199,861,9,160.14
1062,577,47,3,33.67
1063,1514,547,10,369.16
1064,144,308,2,165.57
1065,810,716,2,290.17
1066,1701,144,9,318.31
1067,573,900,7,199.39
1068,432,626,9,99.44
1069,1961,822,6,18.32
1070,1811,699,6,190.36
1071,1301,268,8,433.13
1072,560,252,6,66.56
1073,700,216,8,156.57
1074,1965,614,6,495.35
1075,33,936,3,160.68
1076,1324,945,1,467.29
1077,1247,488,1,146.11
1078,1847,10,3,55.59
1079,847,570,8,164.72
1080,1562,403,9,19.33
1081,167,807,2,73.73
1082,1104,32,8,50.0
1083,1377,127,6,221.01
1084,1991,833,7,330.51
1085,1695,616,6,247.47
1086,793,182,1,418.28
1087,256,474,6,332.65
1088,1918,198,8,39.13
1089,20,227,1,487.28
1090,1554,288,6,382.62
1091,393,93,10,187.92
1092,1281,311,4,91.66
1093,480,506,6,360.68
1094,76,288,8,382.62
1095,1853,721,10,340.98
1096,429,8,4,380.61
1097,1682,654,7,146.28
1098,228,891,5,216.94
1099,1166,513,8,13.04
1100,350,566,4,175.53
1101,1352,757,10,422.06
1102,1377,699,10,190.36
1103,1158,180,2,172.06
1104,1205,132,2,474.69
1105,261,266,10,23.17
1106,1753,234,9,78.85
